time,"P(B2)","P(B5)","P(B8)","P(B11)"
5.834000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.836000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.838000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.840000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.842000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.844000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.846000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.848000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.850000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.852000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.854000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.856000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.858000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.860000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.862000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.864000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.866000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.868000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.870000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.872000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.874000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.876000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.878000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.880000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.882000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.884000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.886000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.888000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.890000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.892000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.894000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.896000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.898000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.900000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.902000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.904000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.906000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.908000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.910000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.912000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.914000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.916000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.918000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.920000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.922000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.924000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.926000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.928000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.930000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.932000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.934000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.936000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.938000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.940000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.942000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.944000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.946000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.948000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.950000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.952000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.954000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.956000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.958000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.960000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.962000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.964000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.966000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.968000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.970000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.972000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.974000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.976000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.978000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.980000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.982000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.984000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.986000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.988000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.990000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.992000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.994000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.996000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
5.998000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.000000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.002000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.004000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.006000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.008000e-10,1.256172e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.010000e-10,1.256173e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.012000e-10,1.256173e+01,6.547827e+00,6.983060e+00,1.959562e+01
6.014000e-10,1.256173e+01,6.547827e+00,6.983060e+00,1.959562e+01
6.016000e-10,1.256175e+01,6.547828e+00,6.983062e+00,1.959562e+01
6.018000e-10,1.256179e+01,6.547831e+00,6.983065e+00,1.959562e+01
6.020000e-10,1.256186e+01,6.547837e+00,6.983072e+00,1.959563e+01
6.022000e-10,1.256199e+01,6.547847e+00,6.983084e+00,1.959563e+01
6.024000e-10,1.256221e+01,6.547864e+00,6.983105e+00,1.959564e+01
6.026000e-10,1.256256e+01,6.547891e+00,6.983139e+00,1.959566e+01
6.028000e-10,1.256307e+01,6.547931e+00,6.983189e+00,1.959569e+01
6.030000e-10,1.256379e+01,6.547988e+00,6.983259e+00,1.959574e+01
6.032000e-10,1.256475e+01,6.548065e+00,6.983355e+00,1.959582e+01
6.034000e-10,1.256597e+01,6.548162e+00,6.983477e+00,1.959592e+01
6.036000e-10,1.256747e+01,6.548282e+00,6.983628e+00,1.959605e+01
6.038000e-10,1.256923e+01,6.548424e+00,6.983807e+00,1.959622e+01
6.040000e-10,1.257124e+01,6.548586e+00,6.984014e+00,1.959644e+01
6.042000e-10,1.257349e+01,6.548768e+00,6.984246e+00,1.959669e+01
6.044000e-10,1.257596e+01,6.548970e+00,6.984505e+00,1.959698e+01
6.046000e-10,1.257868e+01,6.549192e+00,6.984792e+00,1.959731e+01
6.048000e-10,1.258171e+01,6.549441e+00,6.985114e+00,1.959767e+01
6.050000e-10,1.258515e+01,6.549724e+00,6.985481e+00,1.959807e+01
6.052000e-10,1.258915e+01,6.550054e+00,6.985908e+00,1.959852e+01
6.054000e-10,1.259391e+01,6.550448e+00,6.986416e+00,1.959903e+01
6.056000e-10,1.259969e+01,6.550923e+00,6.987028e+00,1.959962e+01
6.058000e-10,1.260677e+01,6.551505e+00,6.987773e+00,1.960032e+01
6.060000e-10,1.261550e+01,6.552219e+00,6.988685e+00,1.960116e+01
6.062000e-10,1.262625e+01,6.553096e+00,6.989803e+00,1.960219e+01
6.064000e-10,1.263946e+01,6.554171e+00,6.991171e+00,1.960346e+01
6.066000e-10,1.265563e+01,6.555484e+00,6.992841e+00,1.960502e+01
6.068000e-10,1.267531e+01,6.557081e+00,6.994874e+00,1.960694e+01
6.070000e-10,1.269915e+01,6.559015e+00,6.997337e+00,1.960929e+01
6.072000e-10,1.272792e+01,6.561349e+00,7.000315e+00,1.961216e+01
6.074000e-10,1.276260e+01,6.564162e+00,7.003906e+00,1.961566e+01
6.076000e-10,1.280438e+01,6.567551e+00,7.008237e+00,1.961990e+01
6.078000e-10,1.285478e+01,6.571636e+00,7.013464e+00,1.962502e+01
6.080000e-10,1.291553e+01,6.576552e+00,7.019763e+00,1.963122e+01
6.082000e-10,1.298856e+01,6.582444e+00,7.027324e+00,1.963872e+01
6.084000e-10,1.307599e+01,6.589458e+00,7.036344e+00,1.964777e+01
6.086000e-10,1.318043e+01,6.597756e+00,7.047036e+00,1.965868e+01
6.088000e-10,1.330536e+01,6.607526e+00,7.059653e+00,1.967180e+01
6.090000e-10,1.345532e+01,6.618981e+00,7.074492e+00,1.968754e+01
6.092000e-10,1.363520e+01,6.632261e+00,7.091777e+00,1.970639e+01
6.094000e-10,1.384804e+01,6.647192e+00,7.111369e+00,1.972881e+01
6.096000e-10,1.409234e+01,6.662969e+00,7.132349e+00,1.975514e+01
6.098000e-10,1.436105e+01,6.677994e+00,7.152774e+00,1.978530e+01
6.100000e-10,1.464377e+01,6.690111e+00,7.169924e+00,1.981859e+01
6.102000e-10,1.493122e+01,6.697207e+00,7.181047e+00,1.985344e+01
6.104000e-10,1.521949e+01,6.697905e+00,7.184248e+00,1.988745e+01
6.106000e-10,1.551273e+01,6.692003e+00,7.179078e+00,1.991759e+01
6.108000e-10,1.582376e+01,6.680470e+00,7.166560e+00,1.994047e+01
6.110000e-10,1.617242e+01,6.665045e+00,7.148688e+00,1.995286e+01
6.112000e-10,1.658068e+01,6.647592e+00,7.127637e+00,1.995203e+01
6.114000e-10,1.706238e+01,6.629521e+00,7.105041e+00,1.993621e+01
6.116000e-10,1.760760e+01,6.611496e+00,7.081642e+00,1.990485e+01
6.118000e-10,1.817031e+01,6.593577e+00,7.057498e+00,1.985895e+01
6.120000e-10,1.867746e+01,6.575728e+00,7.032660e+00,1.980121e+01
6.122000e-10,1.906139e+01,6.558408e+00,7.007923e+00,1.973602e+01
6.124000e-10,1.928907e+01,6.542824e+00,6.985143e+00,1.966918e+01
6.126000e-10,1.936718e+01,6.530674e+00,6.966836e+00,1.960721e+01
6.128000e-10,1.932927e+01,6.523503e+00,6.955244e+00,1.955626e+01
6.130000e-10,1.921982e+01,6.522024e+00,6.951390e+00,1.952101e+01
6.132000e-10,1.908206e+01,6.525743e+00,6.954596e+00,1.950364e+01
6.134000e-10,1.895017e+01,6.533044e+00,6.962672e+00,1.950352e+01
6.136000e-10,1.884550e+01,6.541672e+00,6.972646e+00,1.951746e+01
6.138000e-10,1.877664e+01,6.549403e+00,6.981693e+00,1.954050e+01
6.140000e-10,1.874233e+01,6.554646e+00,6.987899e+00,1.956707e+01
6.142000e-10,1.873554e+01,6.556775e+00,6.990617e+00,1.959210e+01
6.144000e-10,1.874730e+01,6.556112e+00,6.990346e+00,1.961181e+01
6.146000e-10,1.876923e+01,6.553639e+00,6.988289e+00,1.962414e+01
6.148000e-10,1.879478e+01,6.550559e+00,6.985780e+00,1.962874e+01
6.150000e-10,1.881946e+01,6.547895e+00,6.983819e+00,1.962669e+01
6.152000e-10,1.884051e+01,6.546245e+00,6.982849e+00,1.961997e+01
6.154000e-10,1.885642e+01,6.545719e+00,6.982778e+00,1.961092e+01
6.156000e-10,1.886657e+01,6.546055e+00,6.983193e+00,1.960172e+01
6.158000e-10,1.887104e+01,6.546815e+00,6.983621e+00,1.959406e+01
6.160000e-10,1.887049e+01,6.547581e+00,6.983742e+00,1.958888e+01
6.162000e-10,1.886609e+01,6.548083e+00,6.983479e+00,1.958643e+01
6.164000e-10,1.885935e+01,6.548242e+00,6.982963e+00,1.958636e+01
6.166000e-10,1.885189e+01,6.548134e+00,6.982430e+00,1.958797e+01
6.168000e-10,1.884515e+01,6.547907e+00,6.982095e+00,1.959046e+01
6.170000e-10,1.884015e+01,6.547706e+00,6.982067e+00,1.959307e+01
6.172000e-10,1.883739e+01,6.547613e+00,6.982323e+00,1.959529e+01
6.174000e-10,1.883681e+01,6.547643e+00,6.982742e+00,1.959683e+01
6.176000e-10,1.883792e+01,6.547750e+00,6.983164e+00,1.959763e+01
6.178000e-10,1.884002e+01,6.547871e+00,6.983458e+00,1.959781e+01
6.180000e-10,1.884240e+01,6.547950e+00,6.983564e+00,1.959755e+01
6.182000e-10,1.884449e+01,6.547965e+00,6.983492e+00,1.959706e+01
6.184000e-10,1.884596e+01,6.547922e+00,6.983310e+00,1.959651e+01
6.186000e-10,1.884671e+01,6.547850e+00,6.983105e+00,1.959601e+01
6.188000e-10,1.884685e+01,6.547785e+00,6.982949e+00,1.959563e+01
6.190000e-10,1.884657e+01,6.547750e+00,6.982878e+00,1.959538e+01
6.192000e-10,1.884609e+01,6.547753e+00,6.982892e+00,1.959525e+01
6.194000e-10,1.884559e+01,6.547786e+00,6.982961e+00,1.959522e+01
6.196000e-10,1.884518e+01,6.547829e+00,6.983045e+00,1.959525e+01
6.198000e-10,1.884489e+01,6.547866e+00,6.983111e+00,1.959532e+01
6.200000e-10,1.884473e+01,6.547883e+00,6.983139e+00,1.959541e+01
6.202000e-10,1.884465e+01,6.547879e+00,6.983131e+00,1.959550e+01
6.204000e-10,1.884463e+01,6.547857e+00,6.983098e+00,1.959559e+01
6.206000e-10,1.884464e+01,6.547829e+00,6.983059e+00,1.959566e+01
6.208000e-10,1.884467e+01,6.547805e+00,6.983029e+00,1.959570e+01
6.210000e-10,1.884471e+01,6.547791e+00,6.983016e+00,1.959572e+01
6.212000e-10,1.884477e+01,6.547791e+00,6.983021e+00,1.959572e+01
6.214000e-10,1.884484e+01,6.547800e+00,6.983036e+00,1.959570e+01
6.216000e-10,1.884490e+01,6.547815e+00,6.983056e+00,1.959568e+01
6.218000e-10,1.884496e+01,6.547829e+00,6.983071e+00,1.959565e+01
6.220000e-10,1.884500e+01,6.547839e+00,6.983078e+00,1.959562e+01
6.222000e-10,1.884502e+01,6.547843e+00,6.983078e+00,1.959561e+01
6.224000e-10,1.884501e+01,6.547841e+00,6.983071e+00,1.959560e+01
6.226000e-10,1.884499e+01,6.547836e+00,6.983063e+00,1.959559e+01
6.228000e-10,1.884495e+01,6.547830e+00,6.983057e+00,1.959560e+01
6.230000e-10,1.884492e+01,6.547825e+00,6.983053e+00,1.959560e+01
6.232000e-10,1.884489e+01,6.547823e+00,6.983053e+00,1.959561e+01
6.234000e-10,1.884488e+01,6.547822e+00,6.983055e+00,1.959562e+01
6.236000e-10,1.884487e+01,6.547823e+00,6.983058e+00,1.959562e+01
6.238000e-10,1.884488e+01,6.547824e+00,6.983061e+00,1.959562e+01
6.240000e-10,1.884489e+01,6.547826e+00,6.983062e+00,1.959562e+01
6.242000e-10,1.884490e+01,6.547827e+00,6.983062e+00,1.959563e+01
6.244000e-10,1.884491e+01,6.547827e+00,6.983061e+00,1.959563e+01
6.246000e-10,1.884491e+01,6.547827e+00,6.983059e+00,1.959563e+01
6.248000e-10,1.884492e+01,6.547826e+00,6.983058e+00,1.959562e+01
6.250000e-10,1.884492e+01,6.547826e+00,6.983057e+00,1.959562e+01
6.252000e-10,1.884492e+01,6.547826e+00,6.983058e+00,1.959562e+01
6.254000e-10,1.884492e+01,6.547826e+00,6.983058e+00,1.959562e+01
6.256000e-10,1.884491e+01,6.547827e+00,6.983059e+00,1.959562e+01
6.258000e-10,1.884491e+01,6.547827e+00,6.983060e+00,1.959562e+01
6.260000e-10,1.884491e+01,6.547827e+00,6.983060e+00,1.959562e+01
6.262000e-10,1.884491e+01,6.547827e+00,6.983060e+00,1.959562e+01
6.264000e-10,1.884491e+01,6.547827e+00,6.983060e+00,1.959562e+01
6.266000e-10,1.884491e+01,6.547826e+00,6.983060e+00,1.959562e+01
6.268000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.270000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.272000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.274000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.276000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.278000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.280000e-10,1.884491e+01,6.547827e+00,6.983059e+00,1.959562e+01
6.282000e-10,1.884491e+01,6.547827e+00,6.983059e+00,1.959562e+01
6.284000e-10,1.884491e+01,6.547827e+00,6.983060e+00,1.959562e+01
6.286000e-10,1.884491e+01,6.547827e+00,6.983059e+00,1.959562e+01
6.288000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.290000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.292000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.294000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.296000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.298000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.300000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.302000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.304000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.306000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.308000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.310000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.312000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.314000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.316000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.318000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.320000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.322000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.324000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.326000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.328000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.330000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.332000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.334000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.336000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.338000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.340000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.342000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.344000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.346000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.348000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.350000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.352000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.354000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.356000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.358000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.360000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.362000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.364000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.366000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.368000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.370000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.372000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.374000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.376000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.378000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.380000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.382000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.384000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.386000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.388000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.390000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.392000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.394000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.396000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.398000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.400000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.402000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.404000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.406000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.408000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.410000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.412000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.414000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.416000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.418000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.420000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.422000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.424000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.426000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.428000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.430000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.432000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.434000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.436000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.438000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.440000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.442000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.444000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.446000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.448000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.450000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.452000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.454000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.456000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.458000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.460000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.462000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.464000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.466000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.468000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.470000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.472000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.474000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.476000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.478000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.480000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.482000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.484000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.486000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.488000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.490000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.492000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.494000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.496000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.498000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.500000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.502000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.504000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.506000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.508000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.510000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.512000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.514000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.516000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.518000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.520000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.522000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.524000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.526000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.528000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
6.530000e-10,1.884491e+01,6.547826e+00,6.983059e+00,1.959562e+01
